MSSubClass,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,WoodDeckSF,YrSold,SalePrice
20,12155,NAmes,6,3,1970,1970,420,1657,GasA,1657,0,1657,2,7,2,484,0,2007,163500.00
160,2217,MeadowV,4,4,1970,1970,0,546,GasA,546,546,1092,1,6,1,286,238,2009,88000.00
20,12118,Mitchel,7,5,2004,2005,1710,1710,GasA,1710,0,1710,2,7,2,550,100,2009,240000.00
50,6000,SWISU,5,5,1926,1950,1008,1008,GasA,1008,0,1522,2,7,0,0,0,2006,102000.00
50,21286,Sawyer,5,5,1948,1950,720,720,GasA,720,551,1271,2,7,1,312,0,2008,135000.00
90,9825,Edwards,5,5,1965,1965,0,0,GasA,1664,0,1664,2,8,0,0,0,2010,100000.00
70,10592,Crawfor,6,7,1923,1996,602,602,GasA,900,602,1502,1,7,1,180,96,2007,165000.00
30,7200,OldTown,5,4,1910,2006,310,1022,GasW,1022,0,1022,1,4,1,280,0,2009,85000.00
20,11664,NAmes,6,5,1948,1950,746,1082,GasA,1082,0,1082,1,5,1,240,0,2007,119200.00
60,8400,NWAmes,8,6,2001,2001,167,810,GasA,810,855,1665,2,6,2,528,0,2009,227000.00
20,11883,CollgCr,7,5,1996,1996,814,1504,GasA,1504,0,1504,2,6,2,478,115,2009,203000.00
120,5814,StoneBr,8,5,1984,1984,184,1220,GasA,1360,0,1360,1,4,2,565,63,2009,187500.00
80,10784,Gilbert,7,5,1991,1992,384,384,GasA,802,670,1472,2,7,2,402,164,2007,160000.00
120,3013,Blmngtn,7,5,2005,2005,1346,1362,GasA,1506,0,1506,2,6,2,440,142,2006,213490.00
20,7024,Edwards,4,5,2005,2005,108,1132,GasA,1132,0,1132,1,5,2,451,252,2008,176000.00
20,7406,CollgCr,7,5,2006,2006,515,1199,GasA,1220,0,1220,2,6,2,632,105,2006,194000.00
50,9439,OldTown,5,5,1930,1950,588,912,GasA,912,336,1248,1,6,1,160,0,2007,87000.00
120,3182,Blmngtn,7,5,2005,2006,1330,1346,GasA,1504,0,1504,2,7,2,437,156,2008,191000.00
20,15498,Timber,8,6,1976,1976,0,1565,GasA,2898,0,2898,2,10,2,665,0,2008,287000.00
20,7700,CollgCr,5,5,1972,1972,276,882,GasA,882,0,882,1,5,2,461,96,2007,112500.00
20,9300,NAmes,5,5,1960,1960,571,1268,GasA,1264,0,1264,1,6,2,461,0,2010,167500.00
20,9520,Timber,8,5,2007,2008,125,1638,GasA,1646,0,1646,2,7,3,800,192,2008,293077.00
50,9492,NAmes,5,5,1941,1950,359,768,GasA,968,408,1376,1,6,1,240,0,2007,105000.00
160,1680,BrDale,6,7,1972,1972,355,672,GasA,672,546,1218,1,7,1,264,0,2006,118000.00
190,7082,SWISU,5,8,1916,1995,686,686,GasA,948,980,1928,2,10,0,0,0,2006,160000.00
75,15863,SWISU,7,3,1920,1970,301,824,GasA,1687,998,3082,2,12,2,672,136,2009,197000.00
60,14541,NoRidge,8,7,1993,1993,326,1338,GasA,1352,1168,2520,2,10,3,796,209,2006,310000.00
20,8125,CollgCr,7,5,2002,2002,668,1654,GasA,1654,0,1654,2,6,3,900,0,2006,230000.00
30,6305,Crawfor,5,7,1938,1950,920,920,GasA,954,0,954,1,5,1,240,0,2007,119750.00
20,11500,Edwards,4,3,1957,1957,0,0,GasA,845,0,845,1,5,1,290,186,2009,84000.00
20,12898,Timber,9,5,2007,2008,598,1620,GasA,1620,0,1620,2,6,3,912,228,2009,315500.00
60,9240,CollgCr,8,5,2001,2002,1055,1055,GasA,1055,1208,2263,2,7,2,905,0,2008,287000.00
160,1533,MeadowV,4,6,1970,2008,546,546,GasA,798,546,1344,1,6,0,0,0,2009,97000.00
180,1477,MeadowV,4,4,1970,1970,121,630,GasA,630,0,630,1,3,1,286,0,2009,80000.00
20,13125,Sawyer,5,4,1957,2000,284,1134,GasA,1803,0,1803,2,8,2,484,0,2006,155000.00
60,9130,NWAmes,6,8,1966,2000,336,800,GasA,800,832,1632,1,7,2,484,0,2008,173000.00
120,5381,NridgHt,6,5,2005,2005,406,1306,GasA,1306,0,1306,2,5,2,624,170,2009,196000.00
60,11839,SawyerW,7,5,1990,1990,390,1475,GasA,1532,797,2329,2,10,2,514,192,2008,262280.00
20,9600,NWAmes,8,5,1981,1981,1420,2524,GasA,2524,0,2524,2,9,2,542,474,2009,278000.00
20,13680,Edwards,3,5,1955,1955,0,0,GasA,1733,0,1733,2,8,2,452,0,2009,139600.00
60,16056,StoneBr,9,5,2005,2006,1752,1992,GasA,1992,876,2868,3,11,3,716,214,2006,556581.00
20,9245,CollgCr,5,5,1994,1995,304,990,GasA,990,0,990,1,5,2,672,0,2008,145000.00
20,21750,Mitchel,5,4,1960,2006,0,0,GasA,1771,0,1771,1,9,2,336,0,2009,115000.00
20,11100,Edwards,4,7,1946,2006,0,0,GasA,930,0,930,1,6,1,308,0,2010,84900.00
20,8993,Gilbert,7,5,2007,2007,1302,1302,GasA,1302,0,1302,2,6,2,436,0,2007,176485.00
20,11175,CollgCr,7,5,2007,2007,1316,1316,GasA,1316,0,1316,2,6,2,440,0,2007,200141.00
60,9500,NAmes,6,6,1964,1978,374,816,GasA,1127,850,1977,1,9,2,540,0,2007,165000.00
20,8562,Edwards,5,6,1957,2002,833,1216,GasA,1526,0,1526,1,7,1,364,116,2010,144500.00
60,11367,CollgCr,8,5,2002,2002,133,1065,GasA,1091,898,1989,2,7,2,586,199,2006,255000.00
20,11361,NWAmes,6,5,1976,1976,549,1193,GasA,1523,0,1523,2,7,2,478,0,2008,180000.00
120,7052,NridgHt,7,5,2005,2005,705,1364,GasA,1364,0,1364,2,6,2,484,192,2006,185850.00
60,29959,NoRidge,7,6,1994,1994,378,973,GasA,979,871,1850,2,7,2,467,168,2009,248000.00
60,11308,NridgHt,9,5,2008,2008,168,1104,GasA,1130,1054,2184,2,10,3,836,0,2009,335000.00
50,11275,Crawfor,6,7,1932,1950,0,854,GasA,1096,895,1991,1,7,2,432,0,2007,220000.00
120,4920,StoneBr,8,5,2001,2001,722,1338,GasA,1338,0,1338,2,6,2,582,0,2010,213500.00
30,18000,IDOTRR,3,4,1935,1950,894,894,GasA,894,0,894,1,6,3,1248,0,2008,81000.00
190,13600,OldTown,5,5,1900,1950,662,662,GasA,1422,915,2337,2,10,2,560,0,2007,90000.00
30,6000,OldTown,6,6,1925,1980,706,1103,GasA,1103,0,1103,1,5,2,440,166,2006,110500.00
20,11000,NAmes,5,6,1966,1966,184,1154,GasA,1154,0,1154,1,6,2,480,0,2009,154000.00
60,14000,ClearCr,7,5,1996,1997,105,1306,GasA,1306,954,2260,2,7,2,533,296,2010,328000.00
60,7837,Gilbert,6,7,1993,1994,799,799,GasA,799,772,1571,2,7,2,380,0,2009,178000.00
60,9760,NAmes,6,6,1964,1964,0,780,GasA,798,813,1611,1,7,2,442,328,2008,167900.00
160,3964,MeadowV,6,4,1973,1973,105,942,GasA,1291,1230,2521,2,10,2,576,728,2006,151400.00
45,9600,NAmes,5,7,1949,2003,625,845,GasA,893,0,893,1,4,2,576,0,2007,135000.00
20,10152,NAmes,5,5,1956,1956,462,1048,GasA,1048,0,1048,1,6,1,286,0,2007,135000.00
60,11700,NWAmes,6,6,1968,1968,429,727,GasA,829,727,1556,1,8,2,441,0,2009,154000.00
50,7585,Edwards,5,3,1948,1950,810,810,GasA,1002,454,1456,1,7,1,280,0,2006,91500.00
60,7950,Edwards,6,6,1977,1977,155,690,GasA,698,728,1426,1,6,2,440,252,2009,159500.00
20,8556,CollgCr,7,5,2006,2006,1240,1240,GasA,1240,0,1240,2,5,3,826,140,2007,194000.00
70,13125,Crawfor,7,6,1940,1984,390,800,GasA,960,780,1740,1,6,1,240,0,2007,219500.00
50,10800,OldTown,5,8,1936,1989,170,796,GasA,1096,370,1466,2,7,2,566,436,2006,170000.00
20,15870,NAmes,5,5,1969,1969,230,1096,GasA,1096,0,1096,1,6,1,299,240,2006,138800.00
120,4435,CollgCr,6,5,2004,2004,186,848,GasA,848,0,848,1,3,2,420,140,2006,155900.00
20,8775,CollgCr,5,5,1994,1994,495,990,GasA,990,0,990,1,5,1,299,0,2007,126000.00
20,11040,NWAmes,6,7,1971,2004,602,1258,GasA,1258,0,1258,2,5,2,528,55,2008,145000.00
20,7500,Sawyer,5,5,1963,1963,216,1040,GasA,1040,0,1040,1,5,1,308,0,2010,133000.00
20,8749,CollgCr,7,5,2002,2002,1459,1459,GasA,1459,0,1459,2,6,2,527,192,2007,192000.00
20,8800,NAmes,6,6,1964,1964,698,1251,GasA,1251,0,1251,1,6,1,461,0,2006,160000.00
60,13031,Gilbert,6,5,1995,1996,99,691,GasA,691,807,1498,2,6,2,409,315,2006,187500.00
85,9069,SawyerW,6,6,1992,1992,189,936,GasA,996,0,996,1,5,2,564,120,2010,147000.00
160,1974,MeadowV,4,5,1973,1973,212,546,GasA,546,546,1092,1,6,1,286,120,2010,83500.00
60,10574,Somerst,8,5,2005,2006,1082,1082,GasA,1082,871,1953,2,9,3,1043,160,2009,252000.00
160,2522,Edwards,7,5,2004,2004,970,970,GasA,970,739,1709,2,7,2,380,0,2006,137500.00
120,3316,Somerst,8,5,2005,2005,208,1247,GasA,1247,0,1247,1,4,2,550,0,2006,197000.00
90,8544,NAmes,3,4,1950,1950,0,0,Wall,1040,0,1040,2,6,2,400,0,2009,92900.00
160,2160,Somerst,7,5,1999,2000,90,600,GasA,624,628,1252,2,4,2,462,0,2008,160000.00
50,8400,SWISU,6,5,1925,1950,758,1181,GasA,1390,304,1694,2,7,2,576,342,2008,136500.00
20,9230,NAmes,5,8,1965,1998,203,864,GasA,1200,0,1200,1,6,2,884,0,2006,146000.00
20,5868,NAmes,5,7,1956,2000,448,936,GasA,936,0,936,1,4,1,308,0,2010,129000.00
20,9317,CollgCr,6,5,2006,2006,1290,1314,GasA,1314,0,1314,2,6,2,440,0,2007,176432.00
70,6882,IDOTRR,6,7,1914,2006,684,684,GasA,773,582,1355,1,7,0,0,136,2007,127000.00
120,3696,StoneBr,8,5,1986,1986,1074,1074,GasA,1088,0,1088,1,5,2,461,0,2007,170000.00
50,6000,BrkSide,4,6,1936,1950,0,672,GasA,757,567,1324,1,6,1,240,0,2009,128000.00
20,11880,NWAmes,7,5,1978,1978,567,1271,GasA,1601,0,1601,2,7,2,478,0,2009,157000.00
30,8400,SWISU,2,5,1920,1950,0,290,GasA,438,0,438,1,3,1,246,0,2009,60000.00
20,9758,NAmes,5,5,1971,1971,251,950,GasA,950,0,950,1,5,1,280,0,2007,119500.00
20,7000,NAmes,5,7,1960,2002,422,1010,GasA,1134,0,1134,1,6,1,254,0,2007,135000.00
20,8910,NAmes,6,6,1959,1959,0,655,GasA,1194,0,1194,1,6,2,539,0,2006,159500.00
160,2016,BrDale,5,5,1970,1970,630,630,GasA,630,672,1302,2,6,2,440,0,2007,106000.00
60,12256,NoRidge,8,5,1994,1995,431,1463,GasA,1500,1122,2622,2,9,2,712,186,2010,325000.00
20,10357,SawyerW,7,5,1990,1991,172,910,GasA,1442,0,1442,2,6,2,719,0,2007,179900.00
60,23257,Gilbert,7,5,2006,2006,868,868,GasA,887,1134,2021,2,9,2,422,0,2006,274725.00
60,8063,Gilbert,6,5,2000,2000,924,924,GasA,948,742,1690,2,7,2,463,100,2007,181000.00
20,11362,NridgHt,8,5,2004,2005,797,1836,GasA,1836,0,1836,2,7,3,862,125,2009,280000.00
60,8000,Gilbert,6,5,1995,1996,554,773,GasA,773,885,1658,2,8,2,431,224,2008,188000.00
60,10480,NWAmes,7,6,1976,1976,400,803,GasA,1098,866,1964,2,8,2,483,0,2008,205000.00
20,7100,NAmes,5,7,1957,1957,108,816,GasA,816,0,816,1,5,1,308,0,2006,129900.00
20,8923,NAmes,5,7,1953,2006,365,1008,GasA,1008,0,1008,1,6,1,240,0,2007,134500.00
20,5400,OldTown,5,7,1954,2000,418,833,GasA,833,0,833,1,4,1,326,0,2006,117000.00
20,12085,NridgHt,8,5,2007,2007,730,1734,GasA,1734,0,1734,2,7,3,928,0,2007,318000.00
80,7750,Gilbert,8,5,2002,2002,55,408,GasA,779,640,1419,2,7,2,527,120,2009,184100.00
20,9764,Sawyer,5,7,1967,2003,192,894,GasA,894,0,894,1,5,2,450,0,2008,130000.00
80,13825,Sawyer,5,6,1958,1987,533,533,GasA,1021,580,1601,1,6,1,300,280,2008,140000.00
20,7560,NAmes,5,5,1959,1959,671,1040,GasA,1040,0,1040,1,6,1,286,140,2006,133700.00
30,8263,IDOTRR,6,5,1920,1950,1012,1012,GasA,1012,0,1012,1,6,1,308,0,2007,118400.00
20,10084,CollgCr,7,5,2005,2006,1528,1552,GasA,1552,0,1552,2,7,3,782,144,2006,212900.00
20,8926,Edwards,4,3,1956,1956,672,672,GasA,960,0,960,1,5,1,288,64,2009,112000.00
20,9405,Edwards,5,9,1947,2008,698,698,GasA,698,0,698,1,4,0,0,0,2009,118000.00
80,9125,Gilbert,7,5,1992,1992,384,384,GasA,812,670,1482,2,7,2,392,100,2007,163900.00
20,10434,NAmes,4,5,1955,1955,1005,1005,GasA,1005,0,1005,1,5,2,672,0,2009,115000.00
120,3684,Blmngtn,7,5,2007,2007,1373,1373,GasA,1555,0,1555,2,7,3,660,143,2009,174000.00
20,14572,Gilbert,7,5,2004,2004,230,1530,GasA,1530,0,1530,2,7,3,630,144,2007,259000.00
60,11796,Gilbert,7,5,2004,2005,847,847,GasA,847,1112,1959,2,8,2,434,100,2007,215000.00
90,7200,OldTown,5,5,1980,1980,0,936,GasA,936,0,936,1,4,2,672,49,2007,140000.00
50,7804,SWISU,4,3,1928,1950,500,1122,GasA,1328,653,1981,2,7,2,576,431,2009,135000.00
20,10712,Mitchel,5,5,1991,1992,762,974,GasA,974,0,974,1,5,0,0,0,2007,93500.00
70,9900,OldTown,6,4,1880,1950,1008,1008,GasW,1178,1032,2210,2,8,1,205,0,2007,117500.00
60,9828,SawyerW,8,5,1995,1995,544,1128,GasA,1142,878,2020,2,8,2,466,0,2009,239500.00
60,8773,Gilbert,6,5,1997,1997,916,916,GasA,916,684,1600,2,7,2,460,100,2007,169000.00
30,6180,BrkSide,6,5,1926,1950,960,960,GasA,986,0,986,1,5,1,180,0,2007,102000.00
50,9600,NAmes,6,5,1950,1950,752,1032,GasA,1032,220,1252,1,6,1,288,0,2008,119000.00
50,6342,Sawyer,5,8,1875,1996,780,780,GasA,780,240,1020,1,6,0,0,0,2010,94000.00
20,9819,Mitchel,6,5,1977,1977,0,1567,GasA,1567,0,1567,2,5,2,714,264,2009,196000.00
30,8731,BrkSide,5,5,1920,1950,270,915,GasA,1167,0,1167,1,6,2,495,0,2007,144000.00
20,7350,NAmes,5,7,1951,1951,100,952,GasA,952,0,952,1,4,2,840,0,2008,139000.00
60,10304,NWAmes,5,7,1976,1976,399,780,GasA,1088,780,1868,2,9,2,484,448,2009,197500.00
60,9965,CollgCr,8,5,2006,2007,316,1466,GasA,1466,1362,2828,3,11,3,1052,125,2007,424870.00
20,9000,Sawyer,5,3,1959,1959,718,1006,GasA,1006,0,1006,1,5,0,0,0,2008,80000.00
190,12180,Edwards,4,4,1941,1950,324,672,Grav,672,252,924,1,5,1,280,0,2010,80000.00
50,6240,BrkSide,5,6,1928,1950,1042,1042,GasA,1042,534,1576,1,8,1,225,0,2006,149000.00
20,11200,SawyerW,6,5,1985,1985,40,1298,GasA,1298,0,1298,2,5,2,403,165,2006,180000.00
70,12000,Crawfor,7,7,1941,1950,429,704,GasA,860,704,1564,1,7,1,234,0,2009,174500.00
50,5700,OldTown,7,7,1926,1950,572,572,GasA,572,539,1111,1,5,1,288,0,2008,116900.00
70,9000,OldTown,7,9,1920,1988,26,650,GasA,832,650,1482,1,7,2,324,0,2009,143000.00
20,8280,NAmes,6,5,1950,1950,932,932,GasA,932,0,932,1,4,1,306,0,2007,124000.00
20,17755,Edwards,5,4,1959,1959,1290,1466,GasA,1466,0,1466,1,6,2,528,0,2006,149900.00
20,14115,Crawfor,6,7,1956,2004,230,1073,GasA,1811,0,1811,1,6,2,470,0,2006,230000.00
30,5890,IDOTRR,6,8,1930,2007,278,816,GasA,816,0,816,1,5,1,432,0,2008,120500.00
60,13700,NAmes,7,6,1965,1988,410,864,GasA,902,918,1820,1,8,2,492,60,2008,201800.00
20,10768,Veenker,5,8,1976,2004,280,1437,GasA,1437,0,1437,2,6,2,528,0,2007,218000.00
80,9350,NAmes,5,8,1965,1999,586,1219,GasA,1265,0,1265,2,6,2,502,0,2008,179900.00
120,5001,NridgHt,7,5,2007,2008,410,1314,GasA,1314,0,1314,2,6,2,626,172,2009,230000.00
20,11932,Somerst,8,5,2007,2008,1580,1580,GasA,1580,0,1580,2,7,3,830,0,2008,235128.00
60,9120,NWAmes,6,6,1974,1974,459,901,GasA,943,933,1876,2,8,2,540,0,2008,185000.00
160,2280,NPkVill,6,5,1978,1978,544,855,GasA,855,601,1456,2,7,2,440,26,2010,146000.00
20,14778,Crawfor,6,7,1954,2006,568,1296,GasA,1640,0,1640,1,7,2,924,108,2008,224000.00
20,8724,Sawyer,5,5,1968,1968,402,894,GasA,894,0,894,1,5,2,450,0,2007,129000.00
90,12900,Sawyer,4,4,1969,1969,0,1198,GasA,1258,0,1258,0,6,2,400,120,2008,108959.00
80,16157,Veenker,5,7,1978,1978,289,1360,GasA,1432,0,1432,1,5,2,588,168,2007,194000.00
20,9541,NridgHt,7,5,2009,2009,1502,1502,GasA,1502,0,1502,2,7,2,644,0,2009,233170.00
20,10475,CollgCr,8,5,2008,2008,1694,1694,GasA,1694,0,1694,2,7,3,776,160,2010,245350.00
60,10852,Gilbert,6,5,2000,2000,173,959,GasA,959,712,1671,2,7,2,472,0,2006,173000.00
70,13728,Edwards,6,7,1935,1986,501,1127,GasA,1236,872,2108,2,7,2,540,0,2008,235000.00
60,35760,NoRidge,10,5,1995,1996,543,1930,GasA,1831,1796,3627,3,10,3,807,361,2006,625000.00
80,9880,Mitchel,6,6,1977,1977,574,1096,GasA,1118,0,1118,1,6,1,358,203,2008,171000.00
20,9120,NAmes,6,6,1958,1958,599,1261,GasA,1261,0,1261,1,6,2,433,0,2008,163000.00
160,4017,Somerst,7,5,2006,2007,625,625,GasA,625,625,1250,2,5,2,625,0,2008,171900.00
50,18030,ClearCr,5,6,1946,1994,977,1598,GasA,1636,971,3086,3,12,0,0,122,2007,200500.00
70,16560,Crawfor,6,8,1932,1950,449,952,GasA,1170,1175,2345,2,9,2,360,0,2006,239000.00
50,10678,NoRidge,8,5,1992,2000,983,1683,GasA,2129,743,2872,2,9,2,541,0,2007,285000.00
20,6951,Mitchel,5,5,1984,1985,218,876,GasA,923,0,923,1,5,1,264,362,2008,119500.00
50,3950,OldTown,6,8,1926,2004,350,818,GasA,818,406,1224,1,5,1,210,0,2009,115000.00
50,7681,Crawfor,5,6,1921,1950,731,731,GasA,820,523,1343,1,7,1,186,192,2009,154900.00
20,8335,Edwards,5,5,1954,1954,0,0,GasA,1124,0,1124,1,5,0,0,0,2006,93000.00
60,11170,Timber,7,5,1990,1991,0,1216,GasA,1298,1216,2514,2,8,2,693,0,2006,250000.00
120,5587,Crawfor,8,5,2008,2008,120,1600,GasA,1652,0,1652,2,5,2,482,162,2008,392500.00
60,15623,NoRidge,10,5,1996,1996,300,2396,GasA,2411,2065,4476,3,10,3,813,171,2007,745000.00
30,10800,OldTown,5,6,1920,1950,299,1120,GasA,1130,0,1130,1,5,2,720,229,2006,120000.00
20,35133,Timber,5,4,1963,1963,413,1572,GasA,1572,0,1572,1,5,3,995,0,2007,186700.00
50,9738,Edwards,5,7,1924,1950,392,784,GasA,949,272,1221,1,7,1,392,0,2006,104900.00
190,10615,OldTown,3,5,1900,1970,538,978,GasA,1014,685,1699,2,7,2,420,0,2009,95000.00
20,12461,NoRidge,8,5,1994,1995,168,1624,GasA,1624,0,1624,2,5,3,757,0,2006,262000.00
60,8935,CollgCr,7,5,2002,2002,831,831,GasA,831,829,1660,2,7,2,493,144,2009,195000.00
60,7500,Gilbert,7,5,1999,1999,994,994,GasA,1028,776,1804,2,7,2,442,140,2010,189000.00
190,32463,Mitchel,4,4,1961,1975,90,1249,GasA,1622,0,1622,1,7,4,1356,439,2007,168000.00
160,2645,Somerst,8,5,1999,2000,776,776,GasA,764,677,1441,2,5,2,492,206,2007,174000.00
50,9600,OldTown,5,8,1925,1994,702,702,GasA,842,630,1472,1,6,1,250,0,2007,125000.00
120,4500,Mitchel,6,5,1999,1999,341,1224,GasA,1224,0,1224,2,5,2,402,0,2009,165000.00
60,9364,Sawyer,6,7,1969,1969,292,663,GasA,663,689,1352,1,7,1,299,379,2010,158000.00
60,8029,Gilbert,6,5,2005,2005,728,728,GasA,728,728,1456,2,8,2,400,100,2008,176000.00
60,14054,Gilbert,7,5,2006,2006,879,879,GasA,879,984,1863,2,9,3,660,100,2006,219210.00
75,8850,OldTown,7,6,1916,1950,815,815,GasA,815,875,1690,1,7,1,225,0,2006,144000.00
20,9100,CollgCr,7,5,2001,2001,1212,1212,GasA,1212,0,1212,2,6,2,573,356,2009,178000.00
20,11235,Sawyer,4,5,1963,1979,504,1051,GasA,1382,0,1382,1,6,2,459,0,2006,148000.00
20,9353,NAmes,4,5,1970,1970,864,864,GasA,864,0,864,1,5,1,280,0,2006,116050.00
60,10400,CollgCr,7,5,1998,1998,866,866,GasA,866,913,1779,2,6,2,546,198,2009,197900.00
50,6000,BrkSide,5,8,1925,1997,884,884,GasA,884,464,1348,1,5,1,216,0,2009,117000.00
20,9750,CollgCr,7,5,2000,2001,1630,1630,GasA,1630,0,1630,2,6,2,451,74,2009,213000.00
20,10140,NWAmes,5,6,1975,1975,268,1056,GasA,1074,0,1074,1,6,2,495,0,2006,153500.00
20,14684,SawyerW,7,7,1990,1991,1496,2158,GasA,2196,0,2196,2,7,3,701,84,2009,271900.00
20,8900,SawyerW,4,4,1966,1966,0,1056,GasA,1056,0,1056,1,5,1,384,0,2006,107000.00
20,9135,CollgCr,6,5,2003,2003,1342,1682,GasA,1700,0,1700,2,7,2,544,192,2006,200000.00
20,7763,NAmes,5,7,1962,1980,319,931,GasA,1283,0,1283,1,6,2,506,0,2008,140000.00
20,10182,Somerst,8,5,2006,2006,440,1660,GasA,1660,0,1660,2,8,2,500,322,2006,290000.00
60,11218,SawyerW,6,5,1992,1992,1055,1055,GasA,1055,790,1845,2,8,2,462,635,2010,189000.00
50,12134,Gilbert,8,7,1988,2005,132,559,GasA,1080,672,1752,2,8,2,492,325,2010,164000.00
30,9340,Edwards,4,6,1941,1950,328,672,GasA,672,0,672,1,4,1,234,0,2009,113000.00
80,10246,Sawyer,4,9,1965,2001,0,648,GasA,960,0,960,0,3,1,364,88,2006,145000.00
85,10205,NAmes,5,5,1962,1962,141,925,GasA,999,0,999,1,6,1,300,150,2006,134500.00
20,7094,Sawyer,5,5,1966,1966,340,894,GasA,894,0,894,1,5,1,384,0,2007,125000.00
90,8930,Sawyer,6,5,1978,1978,0,0,GasA,1318,584,1902,2,8,2,539,0,2010,112000.00
20,8640,Somerst,8,5,2009,2009,364,1300,GasA,1314,0,1314,2,6,2,552,135,2009,229456.00
50,6240,BrkSide,4,5,1947,1950,0,0,GasA,672,240,912,1,3,0,0,0,2006,80500.00
160,1680,BrDale,6,5,1971,1971,672,672,GasA,672,546,1218,1,7,0,0,201,2006,91500.00
20,7800,NAmes,5,5,1964,1964,0,912,GasA,912,0,912,1,5,1,288,0,2006,115000.00
20,8250,Sawyer,5,5,1968,1968,210,952,GasA,1211,0,1211,1,5,1,322,0,2008,134000.00
50,10496,NAmes,6,6,1949,1950,844,1040,GasA,1168,678,1846,2,7,1,315,0,2007,143000.00
20,10680,NAmes,5,3,1951,1951,1380,2136,GasA,2136,0,2136,2,7,2,528,0,2006,137900.00
60,15384,Gilbert,7,5,2004,2005,64,788,GasA,788,702,1490,2,8,2,388,100,2008,184000.00
80,10482,NAmes,6,8,1958,1958,81,588,GasA,1138,0,1138,1,6,1,264,224,2007,145000.00
60,14598,Somerst,6,5,2007,2007,894,894,GasA,894,1039,1933,2,9,3,668,100,2008,214000.00
20,8872,NAmes,5,8,1965,2008,317,912,GasA,912,0,912,1,5,2,576,0,2008,147000.00
120,8769,NridgHt,9,5,2008,2008,162,1702,GasA,1702,0,1702,1,7,3,1052,0,2008,367294.00
80,7910,NAmes,5,5,1960,1960,409,1075,GasA,1507,0,1507,2,7,1,404,0,2008,127000.00
90,18890,Sawyer,5,5,1977,1977,652,1361,GasA,1361,1259,2620,2,12,2,600,155,2007,190000.00
90,7728,NAmes,5,6,1962,1962,303,1106,GasA,1190,0,1190,1,6,2,540,0,2006,132500.00
90,9842,NAmes,4,5,1962,1962,0,0,GasA,1224,0,1224,2,6,2,462,0,2007,101800.00
20,12160,NAmes,5,5,1959,1959,188,1188,GasA,1188,0,1188,1,6,2,531,0,2010,142000.00
70,8525,SWISU,5,6,1911,1950,940,940,GasA,1024,940,1964,1,7,0,0,0,2008,130000.00
70,13132,Crawfor,5,5,1914,1950,747,747,GasA,892,892,1784,1,9,1,180,203,2006,138887.00
160,2628,NridgHt,7,5,2003,2003,764,764,GasA,764,862,1626,2,6,2,474,0,2010,175500.00
60,12393,CollgCr,7,5,2004,2005,847,847,GasA,847,1101,1948,2,8,2,434,100,2006,195000.00
20,13072,SawyerW,6,5,2005,2005,1141,1141,GasA,1141,0,1141,1,6,2,484,0,2006,142500.00
20,9037,Timber,8,5,2006,2006,1048,1476,GasA,1484,0,1484,2,6,2,472,120,2007,265900.00
60,8158,CollgCr,7,5,2003,2003,334,884,GasA,884,884,1768,2,8,2,543,0,2008,224900.00
20,9849,Somerst,7,6,2007,2007,1689,1689,GasA,1689,0,1689,2,7,3,954,0,2007,248328.00
85,10625,NWAmes,7,6,1974,1974,0,1053,GasA,1173,0,1173,2,6,2,528,0,2010,170000.00
20,13891,NridgHt,10,5,2006,2006,690,2076,GasA,2076,0,2076,2,7,3,850,216,2006,465000.00
70,11435,Crawfor,8,7,1929,1950,792,792,GasA,792,725,1517,1,7,2,400,0,2006,230000.00
80,12090,NWAmes,6,7,1984,2003,585,585,GasA,1140,728,1868,3,7,2,477,268,2007,178000.00
60,8125,Somerst,7,5,2005,2006,756,756,GasA,756,797,1553,2,6,2,615,0,2006,186500.00
80,12328,Mitchel,6,5,1976,1976,473,1012,GasA,1034,0,1034,1,6,3,888,0,2010,169900.00
75,9600,OldTown,6,5,1917,1950,416,735,OthW,1134,924,2058,1,8,2,396,0,2008,129500.00
20,7200,NAmes,5,7,1950,1950,246,876,GasA,988,0,988,1,6,1,276,0,2007,119000.00
20,11160,NAmes,7,5,1968,1968,1045,2110,GasA,2110,0,2110,2,8,2,522,0,2010,244000.00
120,3136,NridgHt,7,5,2003,2003,1405,1405,GasA,1405,0,1405,2,6,2,478,148,2006,171750.00
20,9858,Mitchel,5,6,1968,1968,354,864,GasA,874,0,874,1,5,1,288,33,2009,130000.00
60,17542,Veenker,7,7,1974,2003,36,1192,GasA,1516,651,2167,2,9,2,518,220,2007,294000.00
60,6931,Edwards,7,5,2003,2004,746,746,GasA,760,896,1656,2,7,2,397,178,2008,165400.00
50,6240,BrkSide,6,6,1931,1950,459,884,GasA,959,408,1367,1,6,1,560,0,2007,127500.00
20,14303,NoRidge,8,5,1994,1994,672,1986,GasA,1987,0,1987,2,7,2,691,262,2008,301500.00
30,4060,Edwards,5,8,1922,1950,864,864,GasA,864,0,864,1,4,0,0,0,2009,99900.00
80,9587,Gilbert,7,5,2005,2005,201,856,GasA,1166,0,1166,2,5,2,400,212,2008,190000.00
